"chr"	"starts"	"ends"	"genes"
"20099"	"chr12"	54189744	54189745	"SMUG1"
"20100"	"chr12"	54189744	54189745	"SMUG1"
"20101"	"chr12"	54189744	54189745	"SMUG1"
"20102"	"chr12"	54232226	54232227	"MIR3198.2"
"20103"	"chr12"	54263364	54263365	"SCAT2"
"20104"	"chr12"	54354440	54354441	"LOC102724050"
"20105"	"chr12"	54354440	54354441	"LOC102724050"
"20106"	"chr12"	54420534	54420535	"LOC102724050"
"20107"	"chr12"	54550142	54550143	"PDE1B"
"20108"	"chr12"	69740130	69740131	"RAB3IP"
"20109"	"chr12"	54550829	54550830	"PDE1B"
"20110"	"chr12"	123973581	123973582	"CCDC92"
"20111"	"chr12"	123973581	123973582	"CCDC92"
"20112"	"chr12"	123972809	123972810	"CCDC92"
"20113"	"chr12"	54611212	54611213	"GLYCAM1"
"20114"	"chr12"	54974482	54974483	"TESPA1"
"20115"	"chr12"	54974482	54974483	"TESPA1"
"20116"	"chr12"	54974482	54974483	"TESPA1"
"20117"	"chr12"	54974482	54974483	"TESPA1"
"20118"	"chr12"	54974482	54974483	"TESPA1"
"20119"	"chr12"	54974482	54974483	"TESPA1"
"20120"	"chr12"	54974482	54974483	"TESPA1"
"20121"	"chr12"	54974482	54974483	"TESPA1"
"20122"	"chr12"	54974482	54974483	"TESPA1"
"20123"	"chr12"	54974482	54974483	"TESPA1"
"20124"	"chr12"	54974482	54974483	"TESPA1"
"20125"	"chr12"	54974482	54974483	"TESPA1"
"20126"	"chr12"	54974482	54974483	"TESPA1"
"20127"	"chr12"	54974482	54974483	"TESPA1"
"20128"	"chr12"	54974482	54974483	"TESPA1"
"20129"	"chr12"	54974482	54974483	"TESPA1"
"20130"	"chr12"	54974482	54974483	"TESPA1"
"20131"	"chr12"	54974482	54974483	"TESPA1"
"20132"	"chr12"	54977813	54977814	"TESPA1"
"20133"	"chr12"	55716783	55716784	"BLOC1S1.RDH5"
"20134"	"chr12"	55818506	55818507	"SARNP"
"20135"	"chr12"	55818506	55818507	"SARNP"
"20136"	"chr12"	55830357	55830358	"TMEM198B"
"20137"	"chr12"	55830357	55830358	"TMEM198B"
"20138"	"chr12"	55830357	55830358	"TMEM198B"
"20139"	"chr12"	55830357	55830358	"TMEM198B"
"20140"	"chr12"	55927875	55927876	"PYM1"
"20141"	"chr12"	10850225	10850226	"PRR4"
"20142"	"chr12"	25195910	25195911	"CASC1"
"20143"	"chr12"	55932777	55932778	"DGKA"
"20144"	"chr12"	55932777	55932778	"DGKA"
"20145"	"chr12"	55974760	55974761	"RAB5B"
"20146"	"chr12"	56025841	56025842	"LOC105369781"
"20147"	"chr12"	94460738	94460739	"CEP83"
"20148"	"chr12"	48351669	48351670	"ZNF641"
"20149"	"chr12"	56317098	56317099	"CNPY2"
"20150"	"chr12"	98895524	98895525	"ANKS1B"
"20151"	"chr12"	98895646	98895647	"ANKS1B"
"20152"	"chr12"	56513614	56513615	"SNORA105C"
"20153"	"chr12"	56644504	56644505	"SNORD59B"
"20154"	"chr12"	56645851	56645852	"SNORD59A"
"20155"	"chr12"	57148369	57148370	"LRP1.AS"
"20156"	"chr12"	57148369	57148370	"LRP1.AS"
"20157"	"chr12"	57195253	57195254	"MIR1228"
"20158"	"chr12"	57231077	57231078	"SHMT2"
"20159"	"chr12"	57231115	57231116	"SHMT2"
"20160"	"chr12"	57478617	57478618	"ARHGAP9"
"20161"	"chr12"	57478617	57478618	"ARHGAP9"
"20162"	"chr12"	57478617	57478618	"ARHGAP9"
"20163"	"chr12"	57478617	57478618	"ARHGAP9"
"20164"	"chr12"	57478617	57478618	"ARHGAP9"
"20165"	"chr12"	57513437	57513438	"MIR6758"
"20166"	"chr12"	57520009	57520010	"MIR616"
"20167"	"chr12"	51173885	51173886	"TFCP2"
"20168"	"chr12"	57548081	57548082	"DCTN2"
"20169"	"chr12"	57622653	57622654	"LOC101927583"
"20170"	"chr12"	57749432	57749433	"MIR6759"
"20171"	"chr12"	57897232	57897233	"LOC283387"
"20172"	"chr12"	57936914	57936915	"GIHCG"
"20173"	"chr12"	58088641	58088642	"LINC02403"
"20174"	"chr12"	58782466	58782467	"LINC02388"
"20175"	"chr12"	58592451	58592452	"LOC100506869"
"20176"	"chr12"	62261108	62261109	"MIR6125"
"20177"	"chr12"	62604184	62604185	"LINC01465"
"20178"	"chr12"	63780875	63780876	"RXYLT1"
"20179"	"chr12"	63822906	63822907	"RXYLT1.AS1"
"20180"	"chr12"	64223046	64223047	"C12orf66"
"20181"	"chr12"	64623355	64623356	"MIR548Z"
"20182"	"chr12"	64760246	64760247	"TBC1D30"
"20183"	"chr12"	64884523	64884524	"LINC02389"
"20184"	"chr12"	64993041	64993042	"LINC02231"
"20185"	"chr12"	15547360	15547361	"PTPRO"
"20186"	"chr12"	65279736	65279737	"MSRB3"
"20187"	"chr12"	65558061	65558062	"LOC105369187"
"20188"	"chr12"	65603618	65603619	"LINC02454"
"20189"	"chr12"	65827724	65827725	"RPSAP52"
"20190"	"chr12"	65882328	65882329	"HMGA2.AS1"
"20191"	"chr12"	66024476	66024477	"MIR6074"
"20192"	"chr12"	66031816	66031817	"LINC02425"
"20193"	"chr12"	48728184	48728185	"TEX49"
"20194"	"chr12"	66131500	66131501	"LLPH.DT"
"20195"	"chr12"	66170822	66170823	"TMBIM4"
"20196"	"chr12"	66170822	66170823	"TMBIM4"
"20197"	"chr12"	66170822	66170823	"TMBIM4"
"20198"	"chr12"	66251831	66251832	"MIR6502"
"20199"	"chr12"	67097034	67097035	"LOC102724421"
"20200"	"chr12"	67443309	67443310	"LINC02420"
"20201"	"chr12"	67520831	67520832	"LINC02408"
"20202"	"chr12"	67730225	67730226	"LINC02421"
"20203"	"chr12"	67929984	67929985	"LINC01479"
"20204"	"chr12"	68333164	68333165	"MDM1"
"20205"	"chr12"	68333164	68333165	"MDM1"
"20206"	"chr12"	68333164	68333165	"MDM1"
"20207"	"chr12"	68333164	68333165	"MDM1"
"20208"	"chr12"	68333164	68333165	"MDM1"
"20209"	"chr12"	68333164	68333165	"MDM1"
"20210"	"chr12"	68452234	68452235	"LINC02384"
"20211"	"chr12"	68628125	68628126	"SNORA70G"
"20212"	"chr12"	68687609	68687610	"LOC100507250"
"20213"	"chr12"	68806244	68806245	"LOC100130075"
"20214"	"chr12"	69273968	69273969	"MIR1279"
"20215"	"chr12"	69516189	69516190	"SNORA113"
"20216"	"chr12"	69585573	69585574	"MIR3913.1"
"20217"	"chr12"	69585472	69585473	"MIR3913.2"
"20218"	"chr12"	69700166	69700167	"BEST3"
"20219"	"chr12"	69690027	69690028	"BEST3"
"20220"	"chr12"	69700166	69700167	"BEST3"
"20221"	"chr12"	69690027	69690028	"BEST3"
"20222"	"chr12"	69739300	69739301	"LOC101928002"
"20223"	"chr12"	69739300	69739301	"LOC101928002"
"20224"	"chr12"	69739300	69739301	"LOC101928002"
"20225"	"chr12"	70244110	70244111	"LINC01481"
"20226"	"chr12"	70244110	70244111	"LINC01481"
"20227"	"chr12"	70244110	70244111	"LINC01481"
"20228"	"chr12"	71851733	71851734	"MRS2P2"
"20229"	"chr12"	72274259	72274260	"TRHDE.AS1"
"20230"	"chr12"	72274259	72274260	"TRHDE.AS1"
"20231"	"chr12"	73159939	73159940	"LINC02444"
"20232"	"chr12"	74293381	74293382	"LOC100507377"
"20233"	"chr12"	75235489	75235490	"LOC100130268"
"20234"	"chr12"	51049076	51049077	"LETMD1"
"20235"	"chr12"	51049076	51049077	"LETMD1"
"20236"	"chr12"	51049076	51049077	"LETMD1"
"20237"	"chr12"	51049076	51049077	"LETMD1"
"20238"	"chr12"	51049076	51049077	"LETMD1"
"20239"	"chr12"	51049076	51049077	"LETMD1"
"20240"	"chr12"	51049076	51049077	"LETMD1"
"20241"	"chr12"	51049076	51049077	"LETMD1"
"20242"	"chr12"	51049076	51049077	"LETMD1"
"20243"	"chr12"	51049076	51049077	"LETMD1"
"20244"	"chr12"	51049076	51049077	"LETMD1"
"20245"	"chr12"	75391819	75391820	"GLIPR1L2"
"20246"	"chr12"	76260632	76260633	"LNCOG"
"20247"	"chr12"	76765007	76765008	"ZDHHC17"
"20248"	"chr12"	78360496	78360497	"LINC02424"
"20249"	"chr12"	79420006	79420007	"MIR1252"
"20250"	"chr12"	79936030	79936031	"PPP1R12A.AS1"
"20251"	"chr12"	79936030	79936031	"PPP1R12A.AS1"
"20252"	"chr12"	79936030	79936031	"PPP1R12A.AS1"
"20253"	"chr12"	80763903	80763904	"LINC01490"
"20254"	"chr12"	80763903	80763904	"LINC01490"
"20255"	"chr12"	80763903	80763904	"LINC01490"
"20256"	"chr12"	80833379	80833380	"MIR617"
"20257"	"chr12"	81159137	81159138	"MIR4699"
"20258"	"chr12"	81279938	81279939	"PPFIA2.AS1"
"20259"	"chr12"	81954468	81954469	"LINC02426"
"20260"	"chr12"	82359555	82359556	"CCDC59"
"20261"	"chr12"	87331488	87331489	"LOC105369879"
"20262"	"chr12"	87769561	87769562	"LINC02258"
"20263"	"chr12"	87785461	87785462	"MKRN9P"
"20264"	"chr12"	89020442	89020443	"LINC02458"
"20265"	"chr12"	89527012	89527013	"POC1B.GALNT4"
"20266"	"chr12"	89526319	89526320	"POC1B.AS1"
"20267"	"chr12"	89709704	89709705	"ATP2B1.AS1"
"20268"	"chr12"	89948442	89948443	"LINC02399"
"20269"	"chr12"	90294067	90294068	"LINC02392"
"20270"	"chr12"	90918772	90918773	"LINC00615"
"20271"	"chr12"	92142463	92142464	"LINC01619"
"20272"	"chr12"	92143581	92143582	"LINC01619"
"20273"	"chr12"	92143581	92143582	"LINC01619"
"20274"	"chr12"	92143581	92143582	"LINC01619"
"20275"	"chr12"	92143581	92143582	"LINC01619"
"20276"	"chr12"	92146834	92146835	"LOC101928617"
"20277"	"chr12"	92146834	92146835	"LOC101928617"
"20278"	"chr12"	92433749	92433750	"CLLU1OS"
"20279"	"chr12"	92467428	92467429	"LINC02397"
"20280"	"chr12"	93378486	93378487	"LOC643339"
"20281"	"chr12"	93175115	93175116	"LINC02412"
"20282"	"chr12"	93572148	93572149	"SOCS2.AS1"
"20283"	"chr12"	93678120	93678121	"CRADD"
"20284"	"chr12"	93738573	93738574	"LOC101928731"
"20285"	"chr12"	93738573	93738574	"LOC101928731"
"20286"	"chr12"	93944356	93944357	"LOC105369911"
"20287"	"chr12"	94263270	94263271	"PLXNC1"
"20288"	"chr12"	94460752	94460753	"CEP83.DT"
"20289"	"chr12"	94562538	94562539	"MIR5700"
"20290"	"chr12"	94572102	94572103	"MIR7844"
"20291"	"chr12"	94835203	94835204	"KRT19P2"
"20292"	"chr12"	111767682	111767683	"ALDH2"
"20293"	"chr12"	113186275	113186276	"RITA1"
"20294"	"chr12"	95218495	95218496	"VEZT"
"20295"	"chr12"	95218495	95218496	"VEZT"
"20296"	"chr12"	95218495	95218496	"VEZT"
"20297"	"chr12"	95218495	95218496	"VEZT"
"20298"	"chr12"	95218495	95218496	"VEZT"
"20299"	"chr12"	95218495	95218496	"VEZT"
"20300"	"chr12"	89526797	89526798	"POC1B"
"20301"	"chr12"	75391651	75391652	"CAPS2"
"20302"	"chr12"	95218495	95218496	"VEZT"
"20303"	"chr12"	95218495	95218496	"VEZT"
"20304"	"chr12"	95218495	95218496	"VEZT"
"20305"	"chr12"	95310672	95310673	"MIR3685"
"20306"	"chr12"	95650004	95650005	"PGAM1P5"
"20307"	"chr12"	95859589	95859590	"LOC105369921"
"20308"	"chr12"	95803846	95803847	"LINC02410"
"20309"	"chr12"	95859589	95859590	"LOC105369921"
"20310"	"chr12"	121919341	121919342	"WDR66"
"20311"	"chr12"	96490326	96490327	"CFAP54"
"20312"	"chr12"	97463525	97463526	"RMST"
"20313"	"chr12"	97465769	97465770	"RMST"
"20314"	"chr12"	97492658	97492659	"MIR1251"
"20315"	"chr12"	97754348	97754349	"LOC643711"
"20316"	"chr12"	97757267	97757268	"LOC643711"
"20317"	"chr12"	97939871	97939872	"MIR4495"
"20318"	"chr12"	97996198	97996199	"MIR4303"
"20319"	"chr12"	98457895	98457896	"SLC9A7P1"
"20320"	"chr12"	98504605	98504606	"LINC02453"
"20321"	"chr12"	98516976	98516977	"TMPO.AS1"
"20322"	"chr12"	98600384	98600385	"SNORA53"
"20323"	"chr12"	42326916	42326917	"PPHLN1"
"20324"	"chr12"	42326916	42326917	"PPHLN1"
"20325"	"chr12"	99094108	99094109	"LOC101928937"
"20326"	"chr12"	100174093	100174094	"GOLGA2P5"
"20327"	"chr12"	100174093	100174094	"GOLGA2P5"
"20328"	"chr12"	100190633	100190634	"MIR1827"
"20329"	"chr12"	56646734	56646735	"ATP5F1B"
"20330"	"chr12"	100267829	100267830	"DEPDC4"
"20331"	"chr12"	100267829	100267830	"DEPDC4"
"20332"	"chr12"	100267829	100267830	"DEPDC4"
"20333"	"chr12"	100267889	100267890	"SCYL2"
"20334"	"chr12"	100267889	100267890	"SCYL2"
"20335"	"chr12"	100267889	100267890	"SCYL2"
"20336"	"chr12"	100268133	100268134	"SCYL2"
"20337"	"chr12"	101139307	101139308	"MIR548AQ"
"20338"	"chr12"	117100196	117100197	"TESC"
"20339"	"chr12"	55332450	55332451	"OR6C3"
"20340"	"chr12"	68687727	68687728	"NUP107"
"20341"	"chr12"	102120920	102120921	"PARPBP"
"20342"	"chr12"	102120920	102120921	"PARPBP"
"20343"	"chr12"	102120920	102120921	"PARPBP"
"20344"	"chr12"	102120920	102120921	"PARPBP"
"20345"	"chr12"	102120920	102120921	"PARPBP"
"20346"	"chr12"	102825149	102825150	"LINC00485"
"20347"	"chr12"	103152591	103152592	"LOC101929058"
"20348"	"chr12"	103496789	103496790	"LOC105369945"
"20349"	"chr12"	103548543	103548544	"LINC02401"
"20350"	"chr12"	103930961	103930962	"TTC41P"
"20351"	"chr12"	103931174	103931175	"MIR3652"
"20352"	"chr12"	104592382	104592383	"MIR3922"
"20353"	"chr12"	105108392	105108393	"LOC414300"
"20354"	"chr12"	105327767	105327768	"KCCAT198"
"20355"	"chr12"	105704952	105704953	"CASC18"
"20356"	"chr12"	105704952	105704953	"CASC18"
"20357"	"chr12"	105707523	105707524	"CASC18"
"20358"	"chr12"	105707523	105707524	"CASC18"
"20359"	"chr12"	106775581	106775582	"LOC100287944"
"20360"	"chr12"	106685450	106685451	"LOC100505978"
"20361"	"chr12"	51425580	51425581	"SLC4A8"
"20362"	"chr12"	51888852	51888853	"ANKRD33"
"20363"	"chr12"	51888852	51888853	"ANKRD33"
"20364"	"chr12"	51952448	51952449	"ACVR1B"
"20365"	"chr12"	52011241	52011242	"GRASP"
"20366"	"chr12"	106956471	106956472	"TMEM263"
"20367"	"chr12"	106987916	106987917	"MTERF2"
"20368"	"chr12"	107321337	107321338	"BTBD11"
"20369"	"chr12"	107686481	107686482	"PWP1"
"20370"	"chr12"	107686791	107686792	"PWP1"
"20371"	"chr12"	107737304	107737305	"LOC101929162"
"20372"	"chr12"	107904521	107904522	"LOC728739"
"20373"	"chr12"	108474439	108474440	"LINC01498"
"20374"	"chr12"	108828301	108828302	"SSH1"
"20375"	"chr12"	108837756	108837757	"MIR619"
"20376"	"chr12"	109054715	109054716	"USP30.AS1"
"20377"	"chr12"	109094238	109094239	"ALKBH2"
"20378"	"chr12"	109094238	109094239	"ALKBH2"
"20379"	"chr12"	109094238	109094239	"ALKBH2"
"20380"	"chr12"	109094238	109094239	"ALKBH2"
"20381"	"chr12"	57230460	57230461	"SHMT2"
"20382"	"chr12"	109360238	109360239	"LINC01486"
"20383"	"chr12"	109774237	109774238	"FAM222A.AS1"
"20384"	"chr12"	109774237	109774238	"FAM222A.AS1"
"20385"	"chr12"	57051948	57051949	"MYO1A"
"20386"	"chr12"	57079541	57079542	"NEMP1"
"20387"	"chr12"	57089863	57089864	"NAB2"
"20388"	"chr12"	57111039	57111040	"STAT6"
"20389"	"chr12"	110049397	110049398	"C12orf76"
"20390"	"chr12"	110049397	110049398	"C12orf76"
"20391"	"chr12"	110074389	110074390	"C12orf76"
"20392"	"chr12"	110074389	110074390	"C12orf76"
"20393"	"chr12"	99985404	99985405	"ANKS1B"
"20394"	"chr12"	110469034	110469035	"GPN3"
"20395"	"chr12"	110469471	110469472	"GPN3"
"20396"	"chr12"	110502890	110502891	"VPS29"
"20397"	"chr12"	110502890	110502891	"VPS29"
"20398"	"chr12"	110502890	110502891	"VPS29"
"20399"	"chr12"	110502890	110502891	"VPS29"
"20400"	"chr12"	66679826	66679827	"GRIP1"
"20401"	"chr12"	110937351	110937352	"LINC01405"
"20402"	"chr12"	110958568	110958569	"LOC105369980"
"20403"	"chr12"	110958568	110958569	"LOC105369980"
"20404"	"chr12"	111304891	111304892	"MIR6760"
"20405"	"chr12"	53676833	53676834	"ATP5MC2"
"20406"	"chr12"	111600247	111600248	"ATXN2.AS"
"20407"	"chr12"	111800583	111800584	"MIR6761"
"20408"	"chr12"	111899812	111899813	"ADAM1A"
"20409"	"chr12"	112013969	112013970	"TMEM116"
"20410"	"chr12"	112038465	112038466	"MIR3657"
"20411"	"chr12"	112164071	112164072	"MIR6861"
"20412"	"chr12"	112695926	112695927	"MIR1302.1"
"20413"	"chr12"	113136504	113136505	"RASAL1"
"20414"	"chr12"	113136989	113136990	"RASAL1"
"20415"	"chr12"	113136989	113136990	"RASAL1"
"20416"	"chr12"	113159927	113159928	"MIR7106"
"20417"	"chr12"	113245010	113245011	"TPCN1"
"20418"	"chr12"	113245117	113245118	"TPCN1"
"20419"	"chr12"	113292272	113292273	"MIR6762"
"20420"	"chr12"	95549552	95549553	"USP44"
"20421"	"chr12"	95549552	95549553	"USP44"
"20422"	"chr12"	104287781	104287782	"TXNRD1"
"20423"	"chr12"	113472752	113472753	"LHX5.AS1"
"20424"	"chr12"	113774433	113774434	"LINC01234"
"20425"	"chr12"	113774433	113774434	"LINC01234"
"20426"	"chr12"	114242520	114242521	"LINC02459"
"20427"	"chr12"	100574433	100574434	"GAS2L3"
"20428"	"chr12"	114408944	114408945	"TBX5.AS1"
"20429"	"chr12"	116149404	116149405	"MIR620"
"20430"	"chr12"	116429068	116429069	"MIR4472.2"
"20431"	"chr12"	116534171	116534172	"LINC00173"
"20432"	"chr12"	116534184	116534185	"LINC00173"
"20433"	"chr12"	116988087	116988088	"LOC100506551"
"20434"	"chr12"	117100216	117100217	"TESC.AS1"
"20435"	"chr12"	3874149	3874150	"PARP11"
"20436"	"chr12"	6200695	6200696	"CD9"
"20437"	"chr12"	6376200	6376201	"SCNN1A"
"20438"	"chr12"	42326916	42326917	"PPHLN1"
"20439"	"chr12"	118762429	118762430	"LINC02423"
"20440"	"chr12"	118762429	118762430	"LINC02423"
"20441"	"chr12"	118834286	118834287	"LINC02439"
"20442"	"chr12"	119177234	119177235	"LOC105370024"
"20443"	"chr12"	119304130	119304131	"LINC00934"
"20444"	"chr12"	119990593	119990594	"BICDL1"
"20445"	"chr12"	119990593	119990594	"BICDL1"
"20446"	"chr12"	119990593	119990594	"BICDL1"
"20447"	"chr12"	119990593	119990594	"BICDL1"
"20448"	"chr12"	120156249	120156250	"MIR4498"
"20449"	"chr12"	120202040	120202041	"PXN.AS1"
"20450"	"chr12"	120292653	120292654	"RNU4.2"
"20451"	"chr12"	120293987	120293988	"RNU4.1"
"20452"	"chr12"	120496696	120496697	"NRAV"
"20453"	"chr12"	57217543	57217544	"NXPH4"
"20454"	"chr12"	120689059	120689060	"MLEC"
"20455"	"chr12"	120723942	120723943	"MIR4700"
"20456"	"chr12"	120905444	120905445	"XLOC_009911"
"20457"	"chr12"	121445102	121445103	"MIR7107"
"20458"	"chr12"	121597278	121597279	"MIR548AQ"
"20459"	"chr12"	121803696	121803697	"LINC01089"
"20460"	"chr12"	121803696	121803697	"LINC01089"
"20461"	"chr12"	121803696	121803697	"LINC01089"
"20462"	"chr12"	121803696	121803697	"LINC01089"
"20463"	"chr12"	121803696	121803697	"LINC01089"
"20464"	"chr12"	121803696	121803697	"LINC01089"
"20465"	"chr12"	121803696	121803697	"LINC01089"
"20466"	"chr12"	39620553	39620554	"ABCD2"
"20467"	"chr12"	122064039	122064040	"LOC100506691"
"20468"	"chr12"	122168468	122168469	"LRRC43"
"20469"	"chr12"	122204430	122204431	"B3GNT4"
"20470"	"chr12"	122227191	122227192	"LOC101593348"
"20471"	"chr12"	111842977	111842978	"MAPKAPK5"
"20472"	"chr12"	122396291	122396292	"CLIP1.AS1"
"20473"	"chr12"	131950691	131950692	"EP400"
"20474"	"chr12"	118373657	118373658	"TAOK3"
"20475"	"chr12"	122980809	122980810	"ARL6IP4"
"20476"	"chr12"	122980809	122980810	"ARL6IP4"
"20477"	"chr12"	122980809	122980810	"ARL6IP4"
"20478"	"chr12"	122980809	122980810	"ARL6IP4"
"20479"	"chr12"	122980809	122980810	"ARL6IP4"
"20480"	"chr12"	122980809	122980810	"ARL6IP4"
"20481"	"chr12"	123111239	123111240	"PITPNM2"
"20482"	"chr12"	123011478	123011479	"MIR4304"
"20483"	"chr12"	123082133	123082134	"PITPNM2.AS1"
"20484"	"chr12"	123271852	123271853	"CDK2AP1"
"20485"	"chr12"	123365593	123365594	"MIR8072"
"20486"	"chr12"	123437483	123437484	"RILPL2"
"20487"	"chr12"	123460453	123460454	"SNRNP35"
"20488"	"chr12"	123520976	123520977	"RILPL1"
"20489"	"chr12"	123525708	123525709	"RILPL1"
"20490"	"chr12"	123537158	123537159	"MIR3908"
"20491"	"chr12"	123617459	123617460	"SNORA9B"
"20492"	"chr12"	124337992	124337993	"MIR6880"
"20493"	"chr12"	124916296	124916297	"MIR5188"
"20494"	"chr12"	54296529	54296530	"NFE2"
"20495"	"chr12"	125623201	125623202	"TMEM132B"
"20496"	"chr12"	125984124	125984125	"LINC00939"
"20497"	"chr12"	126096741	126096742	"LINC02359"
"20498"	"chr12"	126426895	126426896	"LINC02350"
"20499"	"chr12"	126443230	126443231	"LINC02347"
"20500"	"chr12"	126691068	126691069	"LOC100996671"
"20501"	"chr12"	126691068	126691069	"LOC100996671"
"20502"	"chr12"	126691068	126691069	"LOC100996671"
"20503"	"chr12"	126773012	126773013	"LINC00944"
"20504"	"chr12"	126737756	126737757	"LINC00943"
"20505"	"chr12"	126875440	126875441	"LINC02372"
"20506"	"chr12"	127061147	127061148	"LINC02405"
"20507"	"chr12"	127285033	127285034	"LINC02376"
"20508"	"chr12"	127340822	127340823	"LINC02375"
"20509"	"chr12"	127637217	127637218	"LINC02411"
"20510"	"chr12"	127656338	127656339	"LOC105370068"
"20511"	"chr12"	127882366	127882367	"LINC02393"
"20512"	"chr12"	127984641	127984642	"LINC00508"
"20513"	"chr12"	127916159	127916160	"LINC00507"
"20514"	"chr12"	128027916	128027917	"LINC02441"
"20515"	"chr12"	128118891	128118892	"LINC02369"
"20516"	"chr12"	128118966	128118967	"LINC02368"
"20517"	"chr12"	128294841	128294842	"MIR3612"
"20518"	"chr12"	128853845	128853846	"LOC100128276"
"20519"	"chr12"	129110439	129110440	"TMEM132D.AS1"
"20520"	"chr12"	129110439	129110440	"TMEM132D.AS1"
"20521"	"chr12"	129209350	129209351	"TMEM132D.AS2"
"20522"	"chr12"	130043092	130043093	"LINC02418"
"20523"	"chr12"	130072084	130072085	"LINC02419"
"20524"	"chr12"	130162428	130162429	"FZD10.AS1"
"20525"	"chr12"	54550350	54550351	"PDE1B"
"20526"	"chr12"	130717055	130717056	"RIMBP2"
"20527"	"chr12"	130994726	130994727	"ADGRD1.AS1"
"20528"	"chr12"	130994726	130994727	"ADGRD1.AS1"
"20529"	"chr12"	131165760	131165761	"LINC01257"
"20530"	"chr12"	131298722	131298723	"LINC02415"
"20531"	"chr12"	131348219	131348220	"LINC02370"
"20532"	"chr12"	131648871	131648872	"LINC02414"
"20533"	"chr12"	132031973	132031974	"SNORA49"
"20534"	"chr12"	132085032	132085033	"EP400P1"
"20535"	"chr12"	132190445	132190446	"LINC02361"
"20536"	"chr12"	132206778	132206779	"GALNT9"
"20537"	"chr12"	132276140	132276141	"LOC100130238"
"20538"	"chr12"	132330599	132330600	"LOC101928416"
"20539"	"chr12"	132582746	132582747	"MIR6763"
"20540"	"chr12"	6915329	6915330	"ENO2"
"20541"	"chr12"	95218556	95218557	"VEZT"
"20542"	"chr12"	132888591	132888592	"LOC101928530"
"20543"	"chr12"	133080952	133080953	"ZNF140"
"20544"	"chr12"	133080952	133080953	"ZNF140"
"20545"	"chr12"	133080952	133080953	"ZNF140"
"20546"	"chr12"	130717049	130717050	"RIMBP2"
"20547"	"chr12"	130717049	130717050	"RIMBP2"
"20548"	"chr12"	130717049	130717050	"RIMBP2"
"20549"	"chr12"	130634670	130634671	"RIMBP2"
"20550"	"chr12"	131711839	131711840	"SFSWAP"
"20551"	"chr12"	133182244	133182245	"ZNF268"
"20552"	"chr12"	2053736	2053737	"CACNA1C"
"20553"	"chr12"	9933120	9933121	"CLEC2A"
"20554"	"chr12"	49070729	49070730	"RHEBL1"
"20555"	"chr12"	52192764	52192765	"KRT80"
"20556"	"chr12"	15883136	15883137	"STRAP"
"20557"	"chr12"	122980809	122980810	"ARL6IP4"
"20558"	"chr12"	93442697	93442698	"UBE2N"
"20559"	"chr12"	48819245	48819246	"CACNB3"
"20560"	"chr12"	48904882	48904883	"CCDC65"
"20561"	"chr12"	48925738	48925739	"FKBP11"
"20562"	"chr12"	56450176	56450177	"TIMELESS"
"20563"	"chr12"	50168119	50168120	"CERS5"
"20564"	"chr12"	55716783	55716784	"BLOC1S1"
"20565"	"chr12"	16278435	16278436	"SLC15A5"
"20566"	"chr12"	124864614	124864615	"SCARB1"
"20567"	"chr12"	53973875	53973876	"HOXC11"
"20568"	"chr12"	108516026	108516027	"FICD"
"20569"	"chr12"	47706780	47706781	"RPAP3"
"20570"	"chr12"	112014097	112014098	"ERP29"
"20571"	"chr12"	43759693	43759694	"IRAK4"
"20572"	"chr12"	120447193	120447194	"GATC"
"20573"	"chr12"	110584068	110584069	"PPTC7"
"20574"	"chr12"	8915258	8915259	"PHC1"
"20575"	"chr12"	6905571	6905572	"LRRC23"
"20576"	"chr12"	99155840	99155841	"ANKS1B"
"20577"	"chr12"	6311185	6311186	"PLEKHG6"
"20578"	"chr12"	30927653	30927654	"TSPAN11"
"20579"	"chr12"	57251937	57251938	"STAC3"
"20580"	"chr12"	62261153	62261154	"USP15"
"20581"	"chr12"	69740130	69740131	"RAB3IP"
"20582"	"chr12"	70755358	70755359	"PTPRR"
"20583"	"chr12"	8698740	8698741	"RIMKLB"
"20584"	"chr12"	9670462	9670463	"CLEC2D"
"20585"	"chr12"	50168119	50168120	"CERS5"
"20586"	"chr12"	51027134	51027135	"SLC11A2"
"20587"	"chr12"	89526180	89526181	"POC1B"
"20588"	"chr12"	102120864	102120865	"NUP37"
"20589"	"chr12"	119878070	119878071	"CIT"
"20590"	"chr12"	69349103	69349104	"LYZ"
"20591"	"chr12"	19440241	19440242	"AEBP2"
"20592"	"chr12"	7873665	7873666	"SLC2A14"
"20593"	"chr12"	7873665	7873666	"SLC2A14"
"20594"	"chr12"	7873665	7873666	"SLC2A14"
"20595"	"chr12"	7891946	7891947	"SLC2A14"
"20596"	"chr12"	11270457	11270458	"PRB3"
"20597"	"chr12"	11396317	11396318	"PRB2"
"20598"	"chr12"	21502538	21502539	"GOLT1B"
"20599"	"chr12"	27524955	27524956	"PPFIBP1"
"20600"	"chr12"	27524955	27524956	"PPFIBP1"
"20601"	"chr12"	51049076	51049077	"LETMD1"
"20602"	"chr12"	51049076	51049077	"LETMD1"
"20603"	"chr12"	19130482	19130483	"PLEKHA5"
"20604"	"chr12"	54499527	54499528	"NCKAP1L"
"20605"	"chr12"	54562214	54562215	"PDE1B"
"20606"	"chr12"	95791514	95791515	"NTN4"
"20607"	"chr12"	47820653	47820654	"HDAC7"
